time_s,x,y,z,roll_rad,pitch_rad,yaw_rad,vx_cmd,vy_cmd,vz_cmd,target_x,target_y,target_z,target_yaw,dist_m,yaw_err_rad,speed_ms,wind_enabled,rl_profile
0.02,0.0,0.0,0.9759,0.0,-0.0,0.0,2.5,2.5,1.5,3.0,2.0,2.0,0.0,3.7482,0.0,3.8406,0,0
0.04,0.0,0.0,0.9445,-0.0074,0.0073,-0.0001,1.1963,0.8036,0.8,3.0,2.0,2.0,0.0,3.7568,0.0001,1.6483,0,3
0.06,0.0007,0.0006,0.9386,-0.0139,0.0133,-0.0001,1.483,0.9893,0.7319,3.0,2.0,2.0,0.0,3.7576,0.0001,1.9271,0,1
0.08,0.0025,0.0023,0.951,-0.0196,0.0202,-0.0002,1.4538,0.9682,0.4299,3.0,2.0,2.0,0.0,3.7518,0.0002,1.7989,0,1
0.1,0.0057,0.0055,0.9726,-0.0262,0.0268,-0.0004,1.5581,1.0294,0.2907,3.0,2.0,2.0,0.0,3.7416,0.0004,1.8899,0,0
0.12,0.0107,0.0103,0.9948,-0.0327,0.0329,-0.0005,1.1031,0.72,0.191,3.0,2.0,2.0,0.0,3.729,0.0005,1.331,0,3
0.14,0.0177,0.0171,1.0158,-0.0392,0.0389,-0.0007,1.4563,0.9353,0.2725,3.0,2.0,2.0,0.0,3.7141,0.0007,1.752,0,0
0.16,0.0271,0.0262,1.0362,-0.0439,0.0485,-0.001,0.6,0.3905,0.1285,3.0,2.0,2.0,0.0,3.6964,0.001,0.7273,0,6
0.18,0.0393,0.0378,1.0546,-0.041,0.0546,0.0003,0.7,0.2609,0.1785,3.0,2.0,2.0,0.0,3.6756,-0.0003,0.7681,0,5
0.2,0.0546,0.0516,1.07,-0.0411,0.0566,-0.0007,0.6621,0.4528,0.2409,3.0,2.0,2.0,0.0,3.6519,0.0007,0.8376,0,4
0.22,0.073,0.0677,1.0846,-0.0428,0.0588,-0.0003,1.1686,0.6319,0.3408,3.0,2.0,2.0,0.0,3.6248,0.0003,1.3715,0,0
0.24,0.0949,0.0861,1.1005,-0.0437,0.0662,-0.0019,0.8086,0.585,0.255,3.0,2.0,2.0,0.0,3.5933,0.0019,1.0301,0,2
0.26,0.1205,0.1069,1.1178,-0.0448,0.0708,-0.0003,0.7566,0.3129,0.2001,3.0,2.0,2.0,0.0,3.5572,0.0003,0.8428,0,3
0.28,0.1499,0.1299,1.1344,-0.0425,0.0727,-0.0008,0.6758,0.4106,0.2271,3.0,2.0,2.0,0.0,3.5171,0.0008,0.8227,0,2
0.3,0.183,0.1549,1.1502,-0.0428,0.0718,-0.0006,0.1466,-0.0317,0.1898,3.0,2.0,2.0,0.0,3.473,0.0006,0.242,0,4
0.32,0.2195,0.1819,1.1655,-0.0381,0.0617,0.0001,-0.0491,-0.1756,0.146,3.0,2.0,2.0,0.0,3.4253,-0.0001,0.2336,0,6
0.34,0.2587,0.2104,1.1793,-0.0293,0.0486,0.0009,-0.0766,-0.2204,0.1892,3.0,2.0,2.0,0.0,3.375,-0.0009,0.3004,0,5
0.36,0.2998,0.2398,1.1932,-0.021,0.0403,0.0006,0.4438,0.2562,0.2824,3.0,2.0,2.0,0.0,3.3227,-0.0006,0.5851,0,0
0.38,0.3422,0.2696,1.2088,-0.0196,0.04,-0.0007,-0.3409,-0.1631,0.0977,3.0,2.0,2.0,0.0,3.2686,0.0007,0.3903,0,7
0.4,0.3857,0.2996,1.2241,-0.0096,0.029,0.0013,-0.2162,-0.37,0.1193,3.0,2.0,2.0,0.0,3.2137,-0.0013,0.4448,0,6
0.42,0.4295,0.3291,1.2368,-0.0039,0.0213,-0.0001,-0.3567,-0.1068,0.1984,3.0,2.0,2.0,0.0,3.1594,0.0001,0.4219,0,4
0.44,0.4732,0.3578,1.2482,0.0008,0.0167,0.0006,-0.269,-0.2544,0.2141,3.0,2.0,2.0,0.0,3.1059,-0.0006,0.4276,0,4
0.46,0.5164,0.3855,1.2601,0.0066,0.0086,0.0,0.263,0.2311,0.2717,3.0,2.0,2.0,0.0,3.0532,-0.0,0.4431,0,0
0.48,0.5586,0.4118,1.2739,0.0029,0.0038,-0.0005,0.2238,0.1957,0.1702,3.0,2.0,2.0,0.0,3.0016,0.0005,0.3426,0,3
0.5,0.5996,0.437,1.2881,0.0002,-0.0002,0.001,0.356,0.1409,0.2142,3.0,2.0,2.0,0.0,2.9516,-0.001,0.4387,0,0
0.52,0.6391,0.461,1.3017,0.0029,0.0003,0.0,0.2714,0.3042,0.2163,3.0,2.0,2.0,0.0,2.9034,-0.0,0.4615,0,0
0.54,0.6773,0.4841,1.3153,0.0018,0.0012,0.0001,-0.2126,-0.0911,0.138,3.0,2.0,2.0,0.0,2.8569,-0.0001,0.2694,0,4
0.56,0.714,0.5063,1.3283,0.0033,-0.0071,0.0004,-0.1728,-0.0908,0.1427,3.0,2.0,2.0,0.0,2.8122,-0.0004,0.2418,0,4
0.58,0.749,0.5273,1.3401,0.0073,-0.0134,0.0001,-0.1899,-0.0417,0.1408,3.0,2.0,2.0,0.0,2.7697,-0.0001,0.24,0,5
0.6,0.782,0.5472,1.3512,0.0111,-0.0178,0.0001,-0.1001,-0.0149,0.1618,3.0,2.0,2.0,0.0,2.7297,-0.0001,0.1908,0,4
0.62,0.8125,0.5656,1.362,0.0117,-0.0223,-0.0001,-0.1147,-0.0206,0.1248,3.0,2.0,2.0,0.0,2.6925,0.0001,0.1708,0,6
