time_s,x,y,z,roll_rad,pitch_rad,yaw_rad,vx_world,vy_world,vz_world,target_x,target_y,target_z,target_yaw,dist_m,yaw_err_rad,speed_ms,wind_enabled,rl_profile
7.76,1.9833,1.9831,1.9977,-0.0043,0.0032,0.0003,0.0321,0.0289,0.0055,2.0,2.0,2.0,0.0,0.0238,-0.0003,0.0435,0,4
7.78,1.9827,1.9826,1.9972,-0.0036,0.004,0.0003,0.026,0.0215,0.0108,2.0,2.0,2.0,0.0,0.0247,-0.0003,0.0354,0,4
7.8,1.9823,1.9824,1.9971,-0.0035,0.0038,0.0002,0.0189,0.015,0.0034,2.0,2.0,2.0,0.0,0.0252,-0.0002,0.0243,0,4
7.82,1.9821,1.9823,1.9973,-0.0036,0.0036,0.0003,0.0122,0.0082,-0.0011,2.0,2.0,2.0,0.0,0.0253,-0.0003,0.0148,0,4
7.84,1.9822,1.9825,1.9974,-0.0035,0.0034,0.0002,0.0057,0.002,-0.0019,2.0,2.0,2.0,0.0,0.0251,-0.0002,0.0064,0,4
7.86,1.9824,1.9828,1.9976,-0.003,0.0032,0.0002,-0.0,-0.0036,-0.0018,2.0,2.0,2.0,0.0,0.0247,-0.0002,0.0041,0,4
7.88,1.9828,1.9834,1.9978,-0.0026,0.0028,0.0001,-0.0052,-0.0085,-0.0019,2.0,2.0,2.0,0.0,0.024,-0.0001,0.0101,0,4
7.9,1.9833,1.984,1.998,-0.0022,0.0024,0.0001,-0.0094,-0.0125,-0.0021,2.0,2.0,2.0,0.0,0.0232,-0.0001,0.0158,0,4
7.92,1.984,1.9847,1.9982,-0.0018,0.0019,0.0,-0.0127,-0.0155,-0.0022,2.0,2.0,2.0,0.0,0.0222,-0.0,0.0202,0,4
7.94,1.9847,1.9855,1.9982,-0.0012,0.0014,-0.0002,-0.0151,-0.0175,0.0007,2.0,2.0,2.0,0.0,0.0212,0.0002,0.0231,0,4
7.96,1.9854,1.9863,1.9978,-0.0007,0.0009,-0.0006,-0.0165,-0.0184,0.0076,2.0,2.0,2.0,0.0,0.0201,0.0006,0.0259,0,4
7.98,1.9862,1.9871,1.9977,-0.0001,0.0003,-0.0002,-0.0168,-0.0191,0.003,2.0,2.0,2.0,0.0,0.0191,0.0002,0.0257,0,4
8.0,1.9869,1.9879,1.998,0.0003,-0.0002,-0.0002,-0.0169,-0.0184,-0.0034,2.0,2.0,2.0,0.0,0.018,0.0002,0.0252,0,4
8.02,1.9876,1.9886,1.9983,0.0007,-0.0005,0.0001,-0.016,-0.0175,-0.0046,2.0,2.0,2.0,0.0,0.0169,-0.0001,0.0241,0,4
8.04,1.9883,1.9893,1.9986,0.0009,-0.0009,-0.0,-0.0149,-0.0159,-0.0039,2.0,2.0,2.0,0.0,0.016,0.0,0.0221,0,4
8.06,1.9889,1.9899,1.9987,0.0012,-0.0011,-0.0001,-0.0132,-0.0141,-0.001,2.0,2.0,2.0,0.0,0.0151,0.0001,0.0194,0,4
8.08,1.9894,1.9904,1.9985,0.0015,-0.0014,-0.0005,-0.0114,-0.0119,0.0045,2.0,2.0,2.0,0.0,0.0144,0.0005,0.0171,0,4
8.1,1.9898,1.9909,1.9979,0.0015,-0.0014,-0.0009,0.3096,0.2783,0.0375,2.0,2.0,2.0,0.0,0.0139,0.0009,0.418,0,4
8.12,1.9902,1.9912,1.998,-0.0018,0.0035,-0.0009,-0.0082,-0.0077,-0.0009,2.0,2.0,2.0,0.0,0.0133,0.0009,0.0112,0,4
8.14,1.9907,1.9917,1.9982,-0.0029,0.0018,0.0004,-0.0117,-0.0114,-0.0013,2.0,2.0,2.0,0.0,0.0126,-0.0004,0.0164,0,4
8.16,1.9913,1.9924,1.998,-0.0034,0.0012,-0.0004,-0.0147,-0.0163,0.0045,2.0,2.0,2.0,0.0,0.0117,0.0004,0.0224,0,4
8.18,1.992,1.9931,1.9977,-0.0023,0.0009,-0.0,-0.0161,-0.0205,0.0052,2.0,2.0,2.0,0.0,0.0108,0.0,0.0266,0,4
